statecode,countycode,fipscode,state,county,year,county_ranked,v001_rawvalue,v001_numerator,v001_denominator,v001_cilow,v001_cihigh,v001_flag,v001_race_aian,v001_race_aian_cilow,v001_race_aian_cihigh,v001_race_aian_flag,v001_race_asian,v001_race_asian_cilow,v001_race_asian_cihigh,v001_race_asian_flag,v001_race_black,v001_race_black_cilow,v001_race_black_cihigh,v001_race_black_flag,v001_race_hispanic,v001_race_hispanic_cilow,v001_race_hispanic_cihigh,v001_race_hispanic_flag,v001_race_white,v001_race_white_cilow,v001_race_white_cihigh,v001_race_white_flag,v002_rawvalue,v002_numerator,v002_denominator,v002_cilow,v002_cihigh,v036_rawvalue,v036_numerator,v036_denominator,v036_cilow,v036_cihigh,v042_rawvalue,v042_numerator,v042_denominator,v042_cilow,v042_cihigh,v037_rawvalue,v037_numerator,v037_denominator,v037_cilow,v037_cihigh,v037_flag,v037_race_aian,v037_race_aian_cilow,v037_race_aian_cihigh,v037_race_asian,v037_race_asian_cilow,v037_race_asian_cihigh,v037_race_black,v037_race_black_cilow,v037_race_black_cihigh,v037_race_hispanic,v037_race_hispanic_cilow,v037_race_hispanic_cihigh,v037_race_white,v037_race_white_cilow,v037_race_white_cihigh,v009_rawvalue,v009_numerator,v009_denominator,v009_cilow,v009_cihigh,v011_rawvalue,v011_numerator,v011_denominator,v011_cilow,v011_cihigh,v133_rawvalue,v133_numerator,v133_denominator,v133_cilow,v133_cihigh,v070_rawvalue,v070_numerator,v070_denominator,v070_cilow,v070_cihigh,v132_rawvalue,v132_numerator,v132_denominator,v132_cilow,v132_cihigh,v049_rawvalue,v049_numerator,v049_denominator,v049_cilow,v049_cihigh,v134_rawvalue,v134_numerator,v134_denominator,v134_cilow,v134_cihigh,v045_rawvalue,v045_numerator,v045_denominator,v045_cilow,v045_cihigh,v014_rawvalue,v014_numerator,v014_denominator,v014_cilow,v014_cihigh,v014_race_aian,v014_race_aian_cilow,v014_race_aian_cihigh,v014_race_asian,v014_race_asian_cilow,v014_race_asian_cihigh,v014_race_black,v014_race_black_cilow,v014_race_black_cihigh,v014_race_hispanic,v014_race_hispanic_cilow,v014_race_hispanic_cihigh,v014_race_white,v014_race_white_cilow,v014_race_white_cihigh,v085_rawvalue,v085_numerator,v085_denominator,v085_cilow,v085_cihigh,v004_rawvalue,v004_numerator,v004_denominator,v004_cilow,v004_cihigh,v004_other_data_1,v088_rawvalue,v088_numerator,v088_denominator,v088_cilow,v088_cihigh,v088_other_data_1,v062_rawvalue,v062_numerator,v062_denominator,v062_cilow,v062_cihigh,v062_other_data_1,v005_rawvalue,v005_numerator,v005_denominator,v005_cilow,v005_cihigh,v005_race_aian,v005_race_asian,v005_race_black,v005_race_hispanic,v005_race_white,v050_rawvalue,v050_numerator,v050_denominator,v050_cilow,v050_cihigh,v050_race_aian,v050_race_asian,v050_race_black,v050_race_hispanic,v050_race_white,v155_rawvalue,v155_numerator,v155_denominator,v155_cilow,v155_cihigh,v155_race_aian,v155_race_asian,v155_race_black,v155_race_hispanic,v155_race_white,v168_rawvalue,v168_numerator,v168_denominator,v168_cilow,v168_cihigh,v069_rawvalue,v069_numerator,v069_denominator,v069_cilow,v069_cihigh,v023_rawvalue,v023_numerator,v023_denominator,v023_cilow,v023_cihigh,v024_rawvalue,v024_numerator,v024_denominator,v024_cilow,v024_cihigh,v024_race_aian,v024_race_aian_cilow,v024_race_aian_cihigh,v024_race_asian,v024_race_asian_cilow,v024_race_asian_cihigh,v024_race_black,v024_race_black_cilow,v024_race_black_cihigh,v024_race_hispanic,v024_race_hispanic_cilow,v024_race_hispanic_cihigh,v024_race_white,v024_race_white_cilow,v024_race_white_cihigh,v044_rawvalue,v044_numerator,v044_denominator,v044_cilow,v044_cihigh,v082_rawvalue,v082_numerator,v082_denominator,v082_cilow,v082_cihigh,v140_rawvalue,v140_numerator,v140_denominator,v140_cilow,v140_cihigh,v043_rawvalue,v043_numerator,v043_denominator,v043_cilow,v043_cihigh,v135_rawvalue,v135_numerator,v135_denominator,v135_cilow,v135_cihigh,v135_race_aian,v135_race_aian_cilow,v135_race_aian_cihigh,v135_race_asian,v135_race_asian_cilow,v135_race_asian_cihigh,v135_race_black,v135_race_black_cilow,v135_race_black_cihigh,v135_race_hispanic,v135_race_hispanic_cilow,v135_race_hispanic_cihigh,v135_race_white,v135_race_white_cilow,v135_race_white_cihigh,v125_rawvalue,v125_numerator,v125_denominator,v125_cilow,v125_cihigh,v124_rawvalue,v124_numerator,v124_denominator,v124_cilow,v124_cihigh,v136_rawvalue,v136_numerator,v136_denominator,v136_cilow,v136_cihigh,v136_other_data_1,v136_other_data_1_cilow,v136_other_data_1_cihigh,v136_other_data_2,v136_other_data_2_cilow,v136_other_data_2_cihigh,v136_other_data_3,v136_other_data_3_cilow,v136_other_data_3_cihigh,v067_rawvalue,v067_numerator,v067_denominator,v067_cilow,v067_cihigh,v067_race_aian,v067_race_aian_cilow,v067_race_aian_cihigh,v067_race_asian,v067_race_asian_cilow,v067_race_asian_cihigh,v067_race_black,v067_race_black_cilow,v067_race_black_cihigh,v067_race_hispanic,v067_race_hispanic_cilow,v067_race_hispanic_cihigh,v067_race_white,v067_race_white_cilow,v067_race_white_cihigh,v137_rawvalue,v137_numerator,v137_denominator,v137_cilow,v137_cihigh,v147_rawvalue,v147_numerator,v147_denominator,v147_cilow,v147_cihigh,v147_race_aian,v147_race_aian_cilow,v147_race_aian_cihigh,v147_race_asian,v147_race_asian_cilow,v147_race_asian_cihigh,v147_race_black,v147_race_black_cilow,v147_race_black_cihigh,v147_race_hispanic,v147_race_hispanic_cilow,v147_race_hispanic_cihigh,v147_race_white,v147_race_white_cilow,v147_race_white_cihigh,v127_rawvalue,v127_numerator,v127_denominator,v127_cilow,v127_cihigh,v127_race_aian,v127_race_aian_cilow,v127_race_aian_cihigh,v127_race_asian,v127_race_asian_cilow,v127_race_asian_cihigh,v127_race_black,v127_race_black_cilow,v127_race_black_cihigh,v127_race_hispanic,v127_race_hispanic_cilow,v127_race_hispanic_cihigh,v127_race_white,v127_race_white_cilow,v127_race_white_cihigh,v128_rawvalue,v128_numerator,v128_denominator,v128_cilow,v128_cihigh,v128_race_aian,v128_race_aian_cilow,v128_race_aian_cihigh,v128_race_asian,v128_race_asian_cilow,v128_race_asian_cihigh,v128_race_black,v128_race_black_cilow,v128_race_black_cihigh,v128_race_hispanic,v128_race_hispanic_cilow,v128_race_hispanic_cihigh,v128_race_white,v128_race_white_cilow,v128_race_white_cihigh,v129_rawvalue,v129_numerator,v129_denominator,v129_cilow,v129_cihigh,v129_race_aian,v129_race_aian_cilow,v129_race_aian_cihigh,v129_race_asian,v129_race_asian_cilow,v129_race_asian_cihigh,v129_race_black,v129_race_black_cilow,v129_race_black_cihigh,v129_race_hispanic,v129_race_hispanic_cilow,v129_race_hispanic_cihigh,v129_race_white,v129_race_white_cilow,v129_race_white_cihigh,v144_rawvalue,v144_numerator,v144_denominator,v144_cilow,v144_cihigh,v145_rawvalue,v145_numerator,v145_denominator,v145_cilow,v145_cihigh,v060_rawvalue,v060_numerator,v060_denominator,v060_cilow,v060_cihigh,v061_rawvalue,v061_numerator,v061_denominator,v061_cilow,v061_cihigh,v139_rawvalue,v139_numerator,v139_denominator,v139_cilow,v139_cihigh,v083_rawvalue,v083_numerator,v083_denominator,v083_cilow,v083_cihigh,v138_rawvalue,v138_numerator,v138_denominator,v138_cilow,v138_cihigh,v138_race_aian,v138_race_aian_cilow,v138_race_aian_cihigh,v138_race_asian,v138_race_asian_cilow,v138_race_asian_cihigh,v138_race_black,v138_race_black_cilow,v138_race_black_cihigh,v138_race_hispanic,v138_race_hispanic_cilow,v138_race_hispanic_cihigh,v138_race_white,v138_race_white_cilow,v138_race_white_cihigh,v039_rawvalue,v039_numerator,v039_denominator,v039_cilow,v039_cihigh,v039_race_aian,v039_race_aian_cilow,v039_race_aian_cihigh,v039_race_asian,v039_race_asian_cilow,v039_race_asian_cihigh,v039_race_black,v039_race_black_cilow,v039_race_black_cihigh,v039_race_hispanic,v039_race_hispanic_cilow,v039_race_hispanic_cihigh,v039_race_white,v039_race_white_cilow,v039_race_white_cihigh,v143_rawvalue,v143_numerator,v143_denominator,v143_cilow,v143_cihigh,v003_rawvalue,v003_numerator,v003_denominator,v003_cilow,v003_cihigh,v122_rawvalue,v122_numerator,v122_denominator,v122_cilow,v122_cihigh,v131_rawvalue,v131_numerator,v131_denominator,v131_cilow,v131_cihigh,v131_other_data_1,v021_rawvalue,v021_numerator,v021_denominator,v021_cilow,v021_cihigh,v149_rawvalue,v149_numerator,v149_denominator,v149_cilow,v149_cihigh,v159_rawvalue,v159_numerator,v159_denominator,v159_cilow,v159_cihigh,v159_race_aian,v159_race_asian,v159_race_black,v159_race_hispanic,v159_race_white,v160_rawvalue,v160_numerator,v160_denominator,v160_cilow,v160_cihigh,v160_race_aian,v160_race_asian,v160_race_black,v160_race_hispanic,v160_race_white,v063_rawvalue,v063_numerator,v063_denominator,v063_cilow,v063_cihigh,v063_race_aian,v063_race_aian_cilow,v063_race_aian_cihigh,v063_race_asian,v063_race_asian_cilow,v063_race_asian_cihigh,v063_race_black,v063_race_black_cilow,v063_race_black_cihigh,v063_race_hispanic,v063_race_hispanic_cilow,v063_race_hispanic_cihigh,v063_race_white,v063_race_white_cilow,v063_race_white_cihigh,v065_rawvalue,v065_numerator,v065_denominator,v065_cilow,v065_cihigh,v141_rawvalue,v141_numerator,v141_denominator,v141_cilow,v141_cihigh,v142_rawvalue,v142_numerator,v142_denominator,v142_cilow,v142_cihigh,v015_rawvalue,v015_numerator,v015_denominator,v015_cilow,v015_cihigh,v015_race_aian,v015_race_aian_cilow,v015_race_aian_cihigh,v015_race_asian,v015_race_asian_cilow,v015_race_asian_cihigh,v015_race_black,v015_race_black_cilow,v015_race_black_cihigh,v015_race_hispanic,v015_race_hispanic_cilow,v015_race_hispanic_cihigh,v015_race_white,v015_race_white_cilow,v015_race_white_cihigh,v161_rawvalue,v161_numerator,v161_denominator,v161_cilow,v161_cihigh,v161_other_data_1,v161_race_aian,v161_race_aian_cilow,v161_race_aian_cihigh,v161_race_asian,v161_race_asian_cilow,v161_race_asian_cihigh,v161_race_black,v161_race_black_cilow,v161_race_black_cihigh,v161_race_hispanic,v161_race_hispanic_cilow,v161_race_hispanic_cihigh,v161_race_white,v161_race_white_cilow,v161_race_white_cihigh,v148_rawvalue,v148_numerator,v148_denominator,v148_cilow,v148_cihigh,v148_race_aian,v148_race_aian_cilow,v148_race_aian_cihigh,v148_race_asian,v148_race_asian_cilow,v148_race_asian_cihigh,v148_race_black,v148_race_black_cilow,v148_race_black_cihigh,v148_race_hispanic,v148_race_hispanic_cilow,v148_race_hispanic_cihigh,v148_race_white,v148_race_white_cilow,v148_race_white_cihigh,v158_rawvalue,v158_numerator,v158_denominator,v158_cilow,v158_cihigh,v158_other_data_1,v158_other_data_2,v156_rawvalue,v156_numerator,v156_denominator,v156_cilow,v156_cihigh,v153_rawvalue,v153_numerator,v153_denominator,v153_cilow,v153_cihigh,v154_rawvalue,v154_numerator,v154_denominator,v154_cilow,v154_cihigh,v166_rawvalue,v166_numerator,v166_denominator,v166_cilow,v166_cihigh,v051_rawvalue,v051_numerator,v051_denominator,v051_cilow,v051_cihigh,v052_rawvalue,v052_numerator,v052_denominator,v052_cilow,v052_cihigh,v053_rawvalue,v053_numerator,v053_denominator,v053_cilow,v053_cihigh,v054_rawvalue,v054_numerator,v054_denominator,v054_cilow,v054_cihigh,v055_rawvalue,v055_numerator,v055_denominator,v055_cilow,v055_cihigh,v081_rawvalue,v081_numerator,v081_denominator,v081_cilow,v081_cihigh,v080_rawvalue,v080_numerator,v080_denominator,v080_cilow,v080_cihigh,v056_rawvalue,v056_numerator,v056_denominator,v056_cilow,v056_cihigh,v126_rawvalue,v126_numerator,v126_denominator,v126_cilow,v126_cihigh,v059_rawvalue,v059_numerator,v059_denominator,v059_cilow,v059_cihigh,v057_rawvalue,v057_numerator,v057_denominator,v057_cilow,v057_cihigh,v058_rawvalue,v058_numerator,v058_denominator,v058_cilow,v058_cihigh
0,0,0,US,United States,2021,,6906.641094,3854074,915437195,6896.349078,6916.93311,0,11696.31292,11548.96892,11843.65692,,3159.885747,3131.034572,3188.736923,,10532.53278,10497.7655,10567.30006,,4970.145401,4950.569723,4989.72108,,6934.53016,6921.052948,6948.007372,,0.165095834,,,,,3.741935147,,,,,4.062791864,,,,,0.08159516,2220524,27213918,0.081492309,0.081698012,0,0.078651416,0.077595696,0.079707135,0.083927873,0.083529276,0.08432647,0.135260456,0.134928724,0.135592187,0.073047603,0.072844819,0.073250387,0.069660702,0.069529535,0.069791868,0.166224667,,,,,0.297,72159365,,,,7.8,0.059012425,0.115,,,0.227,55261407,,,,0.841686917,259867080,308745538,,,0.191745811,,,,,0.270299151,49578,183419,0.269155402,0.271443956,539.9,1758668,325719178,,,20.88185728,1507629,72198032,20.84852401,20.91519055,34.93402104,34.50335375,35.36468833,5.200299454,5.130784972,5.269813937,30.50747344,30.40436972,30.61057716,32.30510797,32.21823605,32.3919799,14.66730155,14.62970886,14.70489424,0.104289019,27954329,268046715,,,0.000758126,248034,327167434,,,1319.042688,0.000711977,233699,328239523,,,1404.539699,0.002612056,857380,328239523,,,382.8401911,4236,,,,,5941,2464,6551,4111,4037,0.42,,,,,0.29,0.34,0.39,0.31,0.44,0.48,,,,,0.4,0.49,0.35,0.36,0.5,0.880010825,194149815,220622076,0.879181322,0.880840327,0.661333504,56880796,86009246,0.660111537,0.662555471,0.036694089,5984808,163100055,,,0.168,12000470,,0.165617021,0.170382979,0.322289077,,,0.111830455,,,0.332276384,,,0.266274603,,,0.111267589,,,4.913801133,126609,25766,4.895985532,4.931616735,0.255126921,18673072,73191304,0.253289199,0.256964642,9.291114225,303975,327167434,,,386.4648965,1240522.5,320992284.5,,,72.31850346,1175662,1625672468,72.18777677,72.44923015,113.9926532,112.2009431,115.7843632,25.60707467,25.29355941,25.92058993,77.28729161,76.91368726,77.66089597,40.869126,40.6378216,41.10043039,84.04140738,83.86224332,84.22057143,7.2,,,,,,,,,,0.175431225,20845775,118825910,,,0.143990529,,,0.033454278,,,0.009960959,,,0.763308416,116584507,152735781,0.761898869,0.764717963,0.724239244,,,0.664418401,,,0.727651176,,,0.71260347,,,0.794317245,,,0.366,,152735781,0.363617021,0.368382979,79.17308788,,,79.16291067,79.18326509,77.14098519,76.97365638,77.30831401,87.867643,87.79846602,87.93681998,75.54555655,75.51313783,75.57797527,83.73051189,83.69000808,83.7710157,78.90451872,78.89225811,78.91677932,339.160101,3854074,915437195,338.8118838,339.5083181,490.1084173,485.2258121,494.9910224,155.945735,154.9674194,156.9240505,495.6300037,494.4039327,496.8560747,242.2102116,241.3925277,243.0278956,343.3238954,342.8896789,343.7581118,49.09780344,144218,293736155,48.84440239,49.35120448,74.91629268,71.7771671,78.05541827,33.36910952,32.50509035,34.23312869,89.15325574,88.2759937,90.03051778,40.86229534,40.4027203,41.32187038,42.17789715,41.85438713,42.50140716,5.764338123,157994,27408871,5.735914121,5.792762124,7.259280044,6.94255016,7.576009927,3.997917194,3.897809853,4.098024535,11.07060056,10.97019245,11.17100868,4.65492533,4.604736997,4.705113663,4.797840314,4.761914562,4.833766065,0.11419867,,,,,0.126568564,,,,,0.105,25502979,,,,372.8,1023832,274605948,,,0.115,37227000,,,,0.059012425,18219455.59,308739316,,,21.22397851,208234,981126135,21.13281793,21.31513908,26.44270821,25.33242598,27.55299044,3.944023812,3.787045473,4.10100215,22.29745099,22.03956118,22.55534081,11.03345863,10.87974516,11.1871721,25.494246,25.36682493,25.62166707,11.3548338,256694,2260658363,11.31090706,11.39876055,25.06922002,24.3563598,25.78208023,4.600899499,4.486987632,4.714811366,13.06435607,12.9338856,13.19482653,9.622431833,9.526647823,9.718215843,11.91299109,11.85597415,11.97000802,0.35218567,,,,,0.124496605,24386874,195883847,,,0.051880641,3942743,75996420,,,0.001061557,348445,328239523,,,942.0124353,0.85,,,,,0.066050222,1124551,17025696,0.065430886,0.066669558,3.053420932,,,,,,,,,,3.002971869,,,,,,,,,,65712,,,65571.40426,65852.59575,43825,43375.80851,44274.19149,88204,87744.08511,88663.91489,41935,41783.68085,42086.31915,51811,51569.12766,52052.87234,68785,68602.70213,68967.29787,0.522488702,24757334,47383482,,,61.49367858,,,,,46.56722319,,,,,5.524806492,124897,2260658363,5.494165901,5.555447083,9.85144891,9.404576006,10.29832181,1.683399163,1.614495683,1.752302642,21.46199852,21.29477271,21.62922432,5.040297799,4.970974585,5.109621013,2.607709387,2.581033242,2.634385532,13.77677793,231902,1625672468,13.71952784,13.83402801,14.26498908,21.57026707,20.77585874,22.3646754,6.823620656,6.663188236,6.984053076,6.71228831,6.600681082,6.823895537,6.890945705,6.791119638,6.990771772,17.45296494,17.37029561,17.53563426,11.93967443,194100,1625672468,11.88655716,11.99279171,14.28756791,13.65324783,14.92188799,2.931604381,2.825524902,3.03768386,23.12399134,22.91963445,23.32834823,6.490289279,6.398113199,6.582465359,11.98093122,11.91328406,12.04857837,,,,,,,,,,,,,0.639921414,77274381,120756048,0.636508739,0.643334089,0.144373592,16893492,117012341,0.143677275,0.145069909,0.826664922,99824789,,0.823960443,0.829369402,328239523,,,,,0.222517841,255200373,328239523,,,0.164691511,54058263,328239523,,,0.125358115,41147488,328239523,,,0.012759256,4188092,328239523,,,0.059422649,19504862,328239523,,,0.002458379,806937,328239523,,,0.184536696,60572237,328239523,,,0.601115369,197309822,328239523,,,0.04326602,13193113,304930125,0.043000734,0.043531307,0.507501953,166582199,328239523,,,0.192690289,,,,
1,0,1000,AL,Alabama,2021,,9819.887431,82249,13651801,9718.253592,9921.52127,0,5145.190874,4094.030025,6196.351723,,3382.761714,2898.44654,3867.076889,,12213.96472,11999.60907,12428.32037,,4321.054648,4002.818511,4639.290785,,9248.37127,9125.989803,9370.752737,,0.213758092,,,0.200374389,0.227781091,4.416965474,,,4.137275099,4.696655849,4.885636481,,,4.554325384,5.216947578,0.103193793,42466,411517,0.102264317,0.104123269,0,0.092687075,0.076112571,0.109261579,0.093306011,0.086642767,0.099969255,0.156067955,0.154073513,0.158062398,0.07109868,0.068226065,0.073971294,0.080081976,0.079007096,0.081156857,0.19989831,,,0.185720707,0.214872609,0.361,1320006,,,,5.5,0.07921425,0.17,,,0.293,1071880,,,,0.611122874,2921006,4779736,,,0.148913776,,,0.135578319,0.163313096,0.26868178,1280,4764,0.261537049,0.275867285,583.4,28437,4874747,,,28.9552571,31740,1096174,28.63670532,29.27380888,15.24224279,12.41933992,18.06514566,5.036937542,4.050292597,6.191251387,35.27522792,34.65300618,35.89744965,50.76403696,48.90256241,52.62551151,24.56447592,24.18767637,24.94127547,0.118846547,470052,3955117,0.115272079,0.122421016,0.000652022,3187,4887871,,,1533.690304,0.000498859,2446,4903185,,,2004.572772,0.00108297,5310,4903185,,,923.3870057,5466,,,,,8887,2557,6844,4518,5220,0.4,,,,,0.35,0.33,0.4,0.3,0.4,0.43,,,,,0.44,0.43,0.31,0.34,0.46,0.861806987,2861955,3320877,0.85980815,0.863805823,0.607141497,749416,1234335,0.600841148,0.613441847,0.030005549,67265,2241752,,,0.219,233890,,0.209468085,0.228531915,0.196186357,0.141585947,0.250786768,0.114484504,0.087860798,0.141108209,0.402768208,0.392555767,0.412980648,0.393170135,0.374240222,0.412100047,0.139611644,0.134618436,0.144604851,5.238165305,103239,19709,5.173445466,5.302885145,0.318137058,347950,1093711,0.312095642,0.324178475,12.32029241,6022,4887871,,,479.9191819,23306.5,4856338.5,,,84.46338667,20599,24388082,83.30992944,85.61684389,37.33333333,28.20119879,48.48043867,24.67949134,19.96718227,30.16939837,79.78849822,77.63099562,81.94600082,40.33297849,36.50735321,44.15860377,90.98956535,89.52109097,92.45803973,9.2,,,,,0.104477612,,,,,0.138816553,257740,1856695,0.13656915,0.141063957,0.121069061,0.118887355,0.123250768,0.017014103,0.016164158,0.017864048,0.008016933,0.007414496,0.00861937,0.856998696,1776620,2073072,0.854857354,0.859140038,0.806905247,0.704987806,0.908822688,0.769813288,0.75046095,0.789165625,0.840922571,0.837781675,0.844063467,0.772043591,0.759766829,0.784320352,0.870061611,0.867255871,0.87286735,0.346,,2073072,0.341704024,0.350295976,75.54807547,,,75.4649,75.63125094,114.4830617,100.1578864,128.808237,88.14491407,86.51973224,89.77009589,73.64944573,73.47328715,73.82560432,97.69819347,94.55227794,100.844109,75.9101375,75.81198356,76.00829145,471.6144885,82249,13651801,468.2671706,474.9618063,205.841438,177.5851949,234.0976811,165.8970164,148.9235584,182.8704745,564.6519585,557.3106386,571.9932785,173.0565018,159.8253588,186.2876448,455.1376967,451.1798072,459.0955862,69.60394395,3042,4370442,67.13045306,72.07743484,76.30675315,45.22421799,120.5975678,42.85695153,29.31412312,60.50122823,101.2474192,95.84843121,106.6464071,53.13762941,45.37476511,60.90049371,55.59642459,52.72981196,58.46303723,8.25742785,3337,404121,7.977257124,8.537598576,,,,4.864601913,3.282126483,6.944521712,12.48582862,11.88572352,13.08593372,5.450474339,4.665049726,6.235898951,6.271542002,5.946709934,6.596374071,0.140394172,,,0.129811604,0.151689071,0.158564685,,,0.145776899,0.172248041,0.145,530018,,,,330.4,13579,4109359,,,0.17,829220,,,,0.07921425,378623.2002,4779736,,,16.21459118,2378,14665803,15.56287853,16.86630383,,,,,,,9.536611506,8.575211185,10.49801183,3.837198415,2.483232494,5.664461817,20.13812201,19.24611412,21.0301299,20.04039719,6828,34071181,19.56504485,20.51574954,11.50990811,7.374615308,17.12583092,6.129587134,4.192633062,8.653148133,20.28844017,19.36689868,21.20998165,14.68398554,12.71658343,16.65138765,20.6512958,20.06019267,21.24239894,0.396274626,,,0.378967574,0.413845367,0.151492964,437392,2887210,0.146727006,0.156258921,0.032084379,36123,1125875,0.027318421,0.036850336,0.000933679,4578,4903185,,,1071.03211,0.901799151,49735.125,55151,,,0.078155816,20171,258087,0.073295846,0.083015785,2.885602535,,,,,,3.348598508,2.481435951,2.399626723,3.20566497,2.72218766,,,,,,3.504733739,2.268950372,2.453290842,3.025516985,51771,,,51065.6383,52476.3617,50114,44046.93617,56181.06383,63149,58615.38298,67682.61702,33928,33358.46809,34497.53192,41584,39868.25532,43299.74468,57935,57469.12766,58400.87234,0.550708312,406746,738587,,,56.57964759,,,,,50.88472296,,,,,10.44577821,3559,34071181,10.10258959,10.78896683,,,,,,,25.95438479,24.91207712,26.99669245,5.901040916,4.720071035,7.287737526,4.716898657,4.434399028,4.999398286,15.98811422,4000,24388082,15.47928353,16.49694492,16.40145379,,,,6.861503134,4.482161653,10.05369187,5.884460053,5.290483278,6.478436829,6.251439842,4.668874285,8.19793164,20.72885246,20.01357841,21.44412651,21.60071464,5268,24388082,21.01740211,22.18402718,7.333333333,3.660773578,13.12135901,4.41633003,2.572674989,7.070972194,29.71946917,28.40272408,31.03621426,8.312182921,6.666613765,10.24084184,19.69209388,19.00894316,20.37524459,,,498700,,,7374,1977,219.9093771,,,,,0.687805993,1284748,1867893,0.683718415,0.691893571,0.120577936,213551,1771062,0.118402368,0.122753503,0.763991299,1427054,,0.759736129,0.76824647,4903185,,,,,0.221958992,3814879,4903185,,,0.173323462,849837,4903185,,,0.264679999,1297775,4903185,,,0.007097224,34799,4903185,,,0.015034105,73715,4903185,,,0.00104218,5110,4903185,,,0.04553734,223278,4903185,,,0.65280588,3200828,4903185,,,0.011006831,50445,4583063,0.010445359,0.011568303,0.516739222,2533668,4903185,,,0.409631829,1957932,4779736,,
